population,leg,band,pass,injected_dvv,n_trials,n_recovered,median_estimated_dvv,bias,robust_scatter_1p4826_mad,rmse,detection_probability,correct_sign_probability,correct_sign_detection_probability
heldout,return,15_30,aperture_800m,-0.005,23,23,-0.0054481214328,-0.00010218151853913035,0.0023966249934311993,0.0021817199639830366,0.6521739130434783,1.0,0.6521739130434783
heldout,return,15_30,aperture_800m,-0.002,23,23,-0.0021635732528000003,0.00016686734087391304,0.0022908268946472002,0.002162009409109662,0.08695652173913043,0.8260869565217391,0.08695652173913043
heldout,return,15_30,aperture_800m,-0.001,23,23,-0.0010781756488,0.0002695694295782609,0.0022610986549074,0.00216510455448592,0.043478260869565216,0.6521739130434783,0.043478260869565216
heldout,return,15_30,aperture_800m,-0.0005,23,23,-0.0005385024125,0.0003196210456521739,0.0022347875432269797,0.002169829520552832,0.043478260869565216,0.6521739130434783,0.0
heldout,return,15_30,aperture_800m,-0.0002,23,23,-0.00021657375349999999,0.0003529643417065218,0.0022090074732175804,0.002176438683367467,0.043478260869565216,0.6086956521739131,0.0
heldout,return,15_30,aperture_800m,-0.0001,23,23,-0.00010808193510000003,0.0003639141833404349,0.0022024447953190194,0.002178145923618306,0.043478260869565216,0.6086956521739131,0.0
heldout,return,15_30,aperture_800m,0.0,23,23,0.0,0.00037237238153478265,0.0021957200020786796,0.0021781580748870474,0.08695652173913043,nan,0.08695652173913043
heldout,return,15_30,aperture_800m,0.0001,23,23,0.00010798389629999998,0.00038053321934913045,0.00218777605529406,0.0021779851930783414,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,15_30,aperture_800m,0.0002,23,23,0.00021594151833999998,0.00038908132842104345,0.0021791139811619636,0.002178074263476058,0.08695652173913043,0.6086956521739131,0.08695652173913043
heldout,return,15_30,aperture_800m,0.0005,23,23,0.0005427387248,0.0004156690226513042,0.00216016038341376,0.00217746553749012,0.08695652173913043,0.6521739130434783,0.08695652173913043
heldout,return,15_30,aperture_800m,0.001,23,23,0.0010802852152999999,0.00045557708384782607,0.0021870430726800595,0.002177902851328835,0.13043478260869565,0.6956521739130435,0.13043478260869565
heldout,return,15_30,aperture_800m,0.002,23,23,0.0021596651672,0.0005370184474434783,0.0021344569362479996,0.0021831679304287564,0.21739130434782608,0.9130434782608695,0.21739130434782608
heldout,return,15_30,aperture_800m,0.005,23,23,0.0054547798392,0.0007842823362434783,0.0018741032597406,0.002222884800665151,0.782608695652174,1.0,0.782608695652174
heldout,return,15_30,aperture_800m,0.01,23,23,0.011148179576199999,0.0012397007636782598,0.0020394050143361982,0.002430021832731469,1.0,1.0,1.0
heldout,return,15_30,displaced_intercept,-0.01,23,23,-0.01017163529438,-0.000147570403727826,0.0016345489904940006,0.0014486535223428843,1.0,1.0,1.0
heldout,return,15_30,displaced_intercept,-0.005,23,23,-0.00511001037738,-6.427578842347825e-05,0.0014175594914627996,0.0013800054974123905,0.9565217391304348,1.0,0.9565217391304348
heldout,return,15_30,displaced_intercept,-0.002,23,23,-0.00203728058338,-2.0035844088695608e-05,0.0013813125130476,0.0013431349124199304,0.391304347826087,0.9130434782608695,0.391304347826087
heldout,return,15_30,displaced_intercept,-0.001,23,23,-0.00102636633428,-4.555043582521769e-06,0.00135510453665706,0.0013375709671898438,0.21739130434782608,0.8695652173913043,0.17391304347826086
heldout,return,15_30,displaced_intercept,-0.0005,23,23,-0.00051342728978,2.0729502121739413e-06,0.00135342138906156,0.0013313867948267723,0.08695652173913043,0.6956521739130435,0.043478260869565216
heldout,return,15_30,displaced_intercept,-0.0002,23,23,-0.00020560780167999998,4.291300733043463e-06,0.00135155459121102,0.0013269225306807896,0.043478260869565216,0.6086956521739131,0.0
heldout,return,15_30,displaced_intercept,-0.0001,23,23,-0.00010284596022000001,5.647299100434773e-06,0.001349849146883076,0.0013249318523630925,0.043478260869565216,0.6086956521739131,0.0
heldout,return,15_30,displaced_intercept,0.0,23,23,0.0,7.111068760695596e-06,0.001348549446675648,0.0013227745654182921,0.08695652173913043,nan,0.08695652173913043
heldout,return,15_30,displaced_intercept,0.0001,23,23,0.00010248966202,7.742976909999931e-06,0.00135006567088722,0.001320733969590717,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,15_30,displaced_intercept,0.0002,23,23,0.00020529739892000002,8.74836650043468e-06,0.00135272052549396,0.001318859739454949,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,15_30,displaced_intercept,0.0005,23,23,0.0005136633022199999,1.2805524089565185e-05,0.0013548078282185998,0.0013140029145379192,0.08695652173913043,0.6086956521739131,0.08695652173913043
heldout,return,15_30,displaced_intercept,0.001,23,23,0.0010277580546199999,1.2227180752173838e-05,0.0013351537374638397,0.0013313606877832153,0.13043478260869565,0.6956521739130435,0.13043478260869565
heldout,return,15_30,displaced_intercept,0.002,23,23,0.00201133004162,3.468035771695643e-05,0.0013364911176834001,0.001324925114219899,0.391304347826087,1.0,0.391304347826087
heldout,return,15_30,displaced_intercept,0.005,23,23,0.00497597848162,8.0731113663478e-05,0.0012040212509808,0.0012636991683915581,1.0,1.0,1.0
heldout,return,15_30,displaced_intercept,0.01,23,23,0.01012157356562,0.00017862947853304332,0.0011580913941744008,0.0012093217843132168,1.0,1.0,1.0
heldout,return,15_30,primary,-0.01,23,23,-0.01001779552696,-6.839678769912988e-05,0.0015106410928308006,0.0015719724278524373,1.0,1.0,1.0
heldout,return,15_30,primary,-0.005,23,23,-0.00503250547596,3.740674747824191e-07,0.0012725725666961995,0.0015012305416702443,0.9130434782608695,1.0,0.9130434782608695
heldout,return,15_30,primary,-0.002,23,23,-0.00202587034596,3.858330859608698e-05,0.0013072028721108002,0.0014833853221627676,0.21739130434782608,0.9130434782608695,0.21739130434782608
heldout,return,15_30,primary,-0.001,23,23,-0.00101089064716,5.9255325966086996e-05,0.00130319838492984,0.0014835625092420503,0.043478260869565216,0.782608695652174,0.043478260869565216
heldout,return,15_30,primary,-0.0005,23,23,-0.00051231966466,6.11725563739131e-05,0.00131987163618198,0.0014813143669287732,0.043478260869565216,0.6521739130434783,0.043478260869565216
heldout,return,15_30,primary,-0.0002,23,23,-0.00020478263276,6.514795998782611e-05,0.0013226289635046601,0.0014789729392507996,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,return,15_30,primary,-0.0001,23,23,-0.00010245204977,6.640623355695652e-05,0.001321916323660086,0.0014782361111578789,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,return,15_30,primary,0.0,23,23,0.0,6.767168411217394e-05,0.001321657929653124,0.001477764869895684,0.08695652173913043,nan,0.08695652173913043
heldout,return,15_30,primary,0.0001,23,23,0.00010103094024000001,6.871014789217393e-05,0.00131913699676248,0.001477297460533421,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,return,15_30,primary,0.0002,23,23,0.00020212891964000002,7.029412801652169e-05,0.00131323463510064,0.0014769569188804697,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,return,15_30,primary,0.0005,23,23,0.00050911550774,7.547241545386956e-05,0.00128575264689018,0.001476935661543824,0.043478260869565216,0.6086956521739131,0.043478260869565216
heldout,return,15_30,primary,0.001,23,23,0.00102523800204,8.664590548217388e-05,0.0012290324550084,0.0014764765063934417,0.13043478260869565,0.782608695652174,0.13043478260869565
heldout,return,15_30,primary,0.002,23,23,0.00206365158904,9.665287337043473e-05,0.001217872340664,0.001475860246714956,0.21739130434782608,0.9565217391304348,0.21739130434782608
heldout,return,15_30,primary,0.005,23,23,0.00517615544104,0.00013849900403999966,0.0014123338898508002,0.0014507445579585334,0.9565217391304348,1.0,0.9565217391304348
heldout,return,15_30,primary,0.01,23,23,0.010237774505040001,0.00023837930617043516,0.0016250481353526011,0.0014053498305879072,1.0,1.0,1.0
heldout,return,15_30,reference_split,-0.01,23,23,-0.01019973940621,-0.0001482118991230438,0.0018216198201936012,0.0016833688912072005,1.0,1.0,1.0
heldout,return,15_30,reference_split,-0.005,23,23,-0.00513742055721,-9.924857325347795e-05,0.0015841667020452003,0.001617700661010386,0.9130434782608695,1.0,0.9130434782608695
heldout,return,15_30,reference_split,-0.002,23,23,-0.00206535467121,-5.87575625621739e-05,0.0014654671173953996,0.0015879962984308759,0.21739130434782608,0.9130434782608695,0.21739130434782608
heldout,return,15_30,reference_split,-0.001,23,23,-0.0010300187012100002,-4.609729759608699e-05,0.001433484987355932,0.0015797965409388363,0.13043478260869565,0.7391304347826086,0.13043478260869565
heldout,return,15_30,reference_split,-0.0005,23,23,-0.00051455776581,-4.392118870739132e-05,0.00143951219310024,0.0015760051312754837,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,return,15_30,reference_split,-0.0002,23,23,-0.00020502734041,-4.2297205127391315e-05,0.00144596133319428,0.0015721815941061239,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,return,15_30,reference_split,-0.0001,23,23,-0.00010253928977,-4.136349912086955e-05,0.001446635893421544,0.0015708893139335268,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,return,15_30,reference_split,0.0,23,23,0.0,-4.067834264434782e-05,0.001450553360685366,0.001569466814603135,0.08695652173913043,nan,0.08695652173913043
heldout,return,15_30,reference_split,0.0001,23,23,0.00010257274978999999,-4.036762078956522e-05,0.0014559502311967199,0.0015683325295152819,0.08695652173913043,0.5652173913043478,0.043478260869565216
heldout,return,15_30,reference_split,0.0002,23,23,0.00020581394268999998,-3.996956750695663e-05,0.0014591149684003199,0.0015669914485653628,0.08695652173913043,0.6086956521739131,0.043478260869565216
heldout,return,15_30,reference_split,0.0005,23,23,0.0005148724388900001,-3.864963127913049e-05,0.0014660228633336999,0.0015620728421038182,0.08695652173913043,0.6521739130434783,0.043478260869565216
heldout,return,15_30,reference_split,0.001,23,23,0.0010270991667899998,-3.6328895744347844e-05,0.0014709189848203198,0.0015535411197989126,0.08695652173913043,0.782608695652174,0.08695652173913043
heldout,return,15_30,reference_split,0.002,23,23,0.00204868452179,-3.8794594512913035e-05,0.0014586593962584,0.0015448887373513413,0.21739130434782608,0.8695652173913043,0.21739130434782608
heldout,return,15_30,reference_split,0.005,23,23,0.00513618544779,7.362344137826234e-06,0.0012110137352124004,0.001506862631206643,0.9565217391304348,1.0,0.9565217391304348
heldout,return,15_30,reference_split,0.01,23,23,0.010224403983789999,0.00013589478535521677,0.0011725443512580005,0.0014602736286124186,1.0,1.0,1.0
heldout,return,15_30,slowness_offset_m,-0.01,23,23,-0.0109650355858,-0.0017683143009739127,0.002594853918174,0.002760827642629492,1.0,1.0,1.0
heldout,return,15_30,slowness_offset_m,-0.005,23,23,-0.0054429960158,-0.0011186950808434782,0.002283979669633199,0.0024064650041838577,0.782608695652174,1.0,0.782608695652174
heldout,return,15_30,slowness_offset_m,-0.002,23,23,-0.0021691859368,-0.0007770808106391302,0.0022841907992862,0.0022357718313808787,0.34782608695652173,0.9130434782608695,0.34782608695652173
heldout,return,15_30,slowness_offset_m,-0.001,23,23,-0.0010569351113,-0.0006731971634542174,0.0022981295884659,0.0022116302795652325,0.13043478260869565,0.7391304347826086,0.13043478260869565
heldout,return,15_30,slowness_offset_m,-0.0005,23,23,-0.0005433098858,-0.0006451404968565218,0.0022721848171637997,0.002199378122613659,0.08695652173913043,0.6086956521739131,0.08695652173913043
heldout,return,15_30,slowness_offset_m,-0.0002,23,23,-0.00021656415420000003,-0.0006155751705652173,0.00226925452705644,0.0021929026367287674,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,15_30,slowness_offset_m,-0.0001,23,23,-0.00011042284870000003,-0.0006061272876608697,0.0022813392641495398,0.0021910119118741314,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,15_30,slowness_offset_m,0.0,23,23,0.0,-0.000597040127773913,0.0022875058946653197,0.0021892562723963135,0.08695652173913043,nan,0.08695652173913043
heldout,return,15_30,slowness_offset_m,0.0001,23,23,0.00011580804979999997,-0.0005868610683304348,0.0022849296951020395,0.002188033658514754,0.043478260869565216,0.5217391304347826,0.0
heldout,return,15_30,slowness_offset_m,0.0002,23,23,0.00023051533969999994,-0.0005768226803173912,0.0022826981613429,0.002187403060784358,0.043478260869565216,0.5217391304347826,0.0
heldout,return,15_30,slowness_offset_m,0.0005,23,23,0.0005485711441999999,-0.0005483117053656521,0.0023163113327340007,0.002183182273183986,0.043478260869565216,0.5217391304347826,0.0
heldout,return,15_30,slowness_offset_m,0.001,23,23,0.0010741712022,-0.000494979752178261,0.0023727736288662,0.0021766586368689965,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,return,15_30,slowness_offset_m,0.002,23,23,0.0021048457422000004,-0.00039020330992608696,0.0025005976216914,0.0021639495426145523,0.08695652173913043,0.6956521739130435,0.08695652173913043
heldout,return,15_30,slowness_offset_m,0.005,23,23,0.0053978808862,-5.324517810869559e-05,0.0024900433659066,0.00211983877174366,0.6521739130434783,1.0,0.6521739130434783
heldout,return,15_30,slowness_offset_m,0.01,23,23,0.0109407668542,0.0006115158607652174,0.002550428505995999,0.0021782575060323673,1.0,1.0,1.0
heldout,return,15_30,slowness_offset_p,-0.01,23,23,-0.0094753951154,0.0005697360748173916,0.0011249867241899987,0.0011300933937099604,1.0,1.0,1.0
heldout,return,15_30,slowness_offset_p,-0.005,23,23,-0.0046990426094,0.00029801484220869594,0.0010999435582716,0.0009869901743479149,1.0,1.0,1.0
heldout,return,15_30,slowness_offset_p,-0.002,23,23,-0.0018821067394000001,0.00012804743346869578,0.001115954103780599,0.0009158240277753999,0.6086956521739131,1.0,0.6086956521739131
heldout,return,15_30,slowness_offset_p,-0.001,23,23,-0.0009431023799,7.57999760433913e-05,0.0011247380721548998,0.000921254910798618,0.30434782608695654,0.8695652173913043,0.30434782608695654
heldout,return,15_30,slowness_offset_p,-0.0005,23,23,-0.000471742828,4.69526053952174e-05,0.00113438423677404,0.000920514077242675,0.043478260869565216,0.6956521739130435,0.043478260869565216
heldout,return,15_30,slowness_offset_p,-0.0002,23,23,-0.00018960792048999998,2.870309103652176e-05,0.0011387197889946058,0.0009187654853021216,0.08695652173913043,0.6086956521739131,0.043478260869565216
heldout,return,15_30,slowness_offset_p,-0.0001,23,23,-9.496223972e-05,2.314638136478261e-05,0.001140081117310968,0.0009178972826110631,0.08695652173913043,0.5652173913043478,0.043478260869565216
heldout,return,15_30,slowness_offset_p,0.0,23,23,0.0,1.7677058185434786e-05,0.0011420277441573,0.0009173230077025111,0.08695652173913043,nan,0.08695652173913043
heldout,return,15_30,slowness_offset_p,0.0001,23,23,9.454621409999999e-05,1.2262041609130416e-05,0.00114484540307004,0.0009161078778420086,0.08695652173913043,0.5217391304347826,0.08695652173913043
heldout,return,15_30,slowness_offset_p,0.0002,23,23,0.0001890467985,6.925933368304314e-06,0.0011473752424726198,0.0009160714169564065,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,15_30,slowness_offset_p,0.0005,23,23,0.00047336130649999996,-9.06105036652172e-06,0.0011508947191543198,0.0009168079262049845,0.13043478260869565,0.6521739130434783,0.13043478260869565
heldout,return,15_30,slowness_offset_p,0.001,23,23,0.0009488114005999999,-2.17233605152174e-05,0.0009856856630858998,0.000902314488229074,0.21739130434782608,0.8695652173913043,0.21739130434782608
heldout,return,15_30,slowness_offset_p,0.002,23,23,0.0018835738826000002,-9.080984482608693e-05,0.0009835969547082003,0.0009078933320832259,0.5652173913043478,1.0,0.5652173913043478
heldout,return,15_30,slowness_offset_p,0.005,23,23,0.0047277449356,-0.00023696076831304346,0.0009127607211071997,0.0009082332181751198,1.0,1.0,1.0
heldout,return,15_30,slowness_offset_p,0.01,23,23,0.0094287245316,-0.0004952397618347826,0.0007852262163101989,0.0010190739768377462,1.0,1.0,1.0
heldout,return,3_15,aperture_200m,-0.01,23,23,-0.01009768814309,-7.720374061173893e-05,0.0010428428412359997,0.0009605051874667987,1.0,1.0,1.0
heldout,return,3_15,aperture_200m,-0.005,23,23,-0.00508050572309,-9.037563108999987e-05,0.0007412803110719995,0.0009388987863255324,1.0,1.0,1.0
heldout,return,3_15,aperture_200m,-0.002,23,23,-0.00200529166409,-7.547366640739125e-05,0.0007367181818555993,0.00094793869521129,0.6956521739130435,1.0,0.6956521739130435
heldout,return,3_15,aperture_200m,-0.001,23,23,-0.00100938446779,-6.873801888869561e-05,0.00068692230514698,0.0009393416753191753,0.2608695652173913,0.782608695652174,0.2608695652173913
heldout,return,3_15,aperture_200m,-0.0005,23,23,-0.00051191232669,-5.852798078478259e-05,0.0006758517721632599,0.0009369168408182386,0.08695652173913043,0.782608695652174,0.08695652173913043
heldout,return,3_15,aperture_200m,-0.0002,23,23,-0.00020528730469000002,-5.776295201086954e-05,0.0006792602354634599,0.0009353935098092572,0.08695652173913043,0.6956521739130435,0.08695652173913043
heldout,return,3_15,aperture_200m,-0.0001,23,23,-0.00010271118973000001,-5.657907747869568e-05,0.0006819469177263959,0.0009351185518972814,0.08695652173913043,0.5217391304347826,0.08695652173913043
heldout,return,3_15,aperture_200m,0.0,23,23,0.0,-5.4740269064347775e-05,0.000684998903540994,0.0009339946038868188,0.08695652173913043,nan,0.08695652173913043
heldout,return,3_15,aperture_200m,0.0001,23,23,0.00010161736370999998,-5.2899483394826123e-05,0.0006853128838395,0.0009337757380087175,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,return,3_15,aperture_200m,0.0002,23,23,0.00020782604571,-5.111223553130436e-05,0.0006919376424996,0.0009333908915341729,0.08695652173913043,0.5652173913043478,0.08695652173913043
heldout,return,3_15,aperture_200m,0.0005,23,23,0.0005704602190100001,-4.2375207046521726e-05,0.0007775715585888601,0.0009311980731890526,0.08695652173913043,0.7391304347826086,0.08695652173913043
heldout,return,3_15,aperture_200m,0.001,23,23,0.00107893637091,-4.052617169217396e-05,0.0007894006377688198,0.0009322704568588968,0.21739130434782608,0.8260869565217391,0.21739130434782608
heldout,return,3_15,aperture_200m,0.002,23,23,0.00204014620991,-3.1364845968260856e-05,0.0006944056496243999,0.0009285148190956656,0.5652173913043478,1.0,0.5652173913043478
heldout,return,3_15,aperture_200m,0.005,23,23,0.00509750009791,-1.8337851437826162e-05,0.0007153822038636002,0.0009167935253492348,1.0,1.0,1.0
heldout,return,3_15,aperture_200m,0.01,23,23,0.01000874253691,-2.092473839434792e-05,0.000831316548257999,0.0009324916341719234,1.0,1.0,1.0
heldout,return,3_15,aperture_800m,-0.01,23,23,-0.0110527266118,-0.0010213420030608694,0.0017530331948765999,0.0020676527598526982,1.0,1.0,1.0
heldout,return,3_15,aperture_800m,-0.005,23,23,-0.0056610109858,-0.0006374814755391303,0.0017795791715982004,0.0018589569212773516,0.9130434782608695,1.0,0.9130434782608695
heldout,return,3_15,aperture_800m,-0.002,23,23,-0.0022894664598,-0.00038549545377082606,0.0016853967523323,0.0017726468953023573,0.30434782608695654,0.9565217391304348,0.30434782608695654
heldout,return,3_15,aperture_800m,-0.001,23,23,-0.0011290396956,-0.00029584449919217384,0.00150210115493088,0.0017560842335116351,0.13043478260869565,0.8260869565217391,0.13043478260869565
heldout,return,3_15,aperture_800m,-0.0005,23,23,-0.0005665023713,-0.000249859430206087,0.0014925447967310999,0.0017523251685606835,0.13043478260869565,0.6521739130434783,0.08695652173913043
heldout,return,3_15,aperture_800m,-0.0002,23,23,-0.000225912575297,-0.00022376388714899997,0.001536055779781148,0.0017521471461023745,0.13043478260869565,0.5652173913043478,0.08695652173913043
heldout,return,3_15,aperture_800m,-0.0001,23,23,-0.00011269861109999999,-0.00021437005371304348,0.0015494932626074999,0.0017515514011266092,0.08695652173913043,0.5652173913043478,0.043478260869565216
heldout,return,3_15,aperture_800m,0.0,23,23,0.0,-0.00020476155520434777,0.00156256829228892,0.0017511915028263097,0.08695652173913043,nan,0.08695652173913043
heldout,return,3_15,aperture_800m,0.0001,23,23,0.0001127466204,-0.00019553609704782608,0.00157986443584032,0.001750472067159392,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,return,3_15,aperture_800m,0.0002,23,23,0.0002256491969,-0.00018465857098173916,0.0015990386491535398,0.0017484905489926642,0.043478260869565216,0.5652173913043478,0.043478260869565216
heldout,return,3_15,aperture_800m,0.0005,23,23,0.0005579710868,-0.0001519665507347827,0.0016391560718458798,0.0017452168703829764,0.043478260869565216,0.6086956521739131,0.043478260869565216
heldout,return,3_15,aperture_800m,0.001,23,23,0.0010861212942,-0.00010908439092260875,0.0016477359957643202,0.0017449484256263589,0.043478260869565216,0.6521739130434783,0.043478260869565216
heldout,return,3_15,aperture_800m,0.002,23,23,0.0021784985302,-2.581667907739134e-05,0.0016628405078081996,0.001721641810615471,0.17391304347826086,0.8695652173913043,0.17391304347826086
heldout,return,3_15,aperture_800m,0.005,23,23,0.0053844682682,0.00023880020063478245,0.0013945920530177992,0.001752552381938338,0.8260869565217391,1.0,0.8260869565217391
heldout,return,3_15,aperture_800m,0.01,23,23,0.0109516857082,0.0007248228274173912,0.0013557854828279983,0.0018653419772625259,1.0,1.0,1.0
heldout,return,3_15,displaced_intercept,-0.01,23,23,-0.0098454361402,0.0004640605170173907,0.0014388794010360012,0.0014065240677082057,1.0,1.0,1.0
heldout,return,3_15,displaced_intercept,-0.005,23,23,-0.0050203217712,0.0004498695305391307,0.0012667315393067996,0.001349045285835965,0.9565217391304348,1.0,0.9565217391304348
heldout,return,3_15,displaced_intercept,-0.002,23,23,-0.0019952594511999998,0.00043256951875060876,0.0013096735049201997,0.0013003130325602839,0.30434782608695654,0.8260869565217391,0.30434782608695654
heldout,return,3_15,displaced_intercept,-0.001,23,23,-0.0009860297391999999,0.000401686136658261,0.0013272766159090196,0.0012786311637577807,0.08695652173913043,0.6956521739130435,0.08695652173913043
heldout,return,3_15,displaced_intercept,-0.0005,23,23,-0.0004668458301,0.0003783187127417392,0.00129111322737138,0.0012647375358987526,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,return,3_15,displaced_intercept,-0.0002,23,23,-0.0001859521037,0.0003666249868304347,0.0013032216114896998,0.0012507977389275698,0.043478260869565216,0.5217391304347826,0.0
heldout,return,3_15,displaced_intercept,-0.0001,23,23,-9.190616129999999e-05,0.0003645461332565217,0.00129565249430274,0.001245997739431811,0.043478260869565216,0.5217391304347826,0.0
heldout,return,3_15,displaced_intercept,0.0,23,23,0.0,0.00036365023367826085,0.0012844434546031198,0.001243139800570343,0.08695652173913043,nan,0.08695652173913043
heldout,return,3_15,displaced_intercept,0.0001,23,23,9.050409293e-05,0.0003612080419143478,0.0012794916215600818,0.0012398401143507655,0.08695652173913043,0.5217391304347826,0.08695652173913043
heldout,return,3_15,displaced_intercept,0.0002,23,23,0.00017885180204,0.0003578453096008696,0.0013029401617628761,0.0012381702350948006,0.13043478260869565,0.6521739130434783,0.13043478260869565
heldout,return,3_15,displaced_intercept,0.0005,23,23,0.0004566090964,0.0003549973322878261,0.0013289331259268404,0.001233600394881211,0.17391304347826086,0.7391304347826086,0.17391304347826086
heldout,return,3_15,displaced_intercept,0.001,23,23,0.0009203402462,0.00033401617772,0.00136195189139856,0.0012336194156134244,0.21739130434782608,0.8695652173913043,0.21739130434782608
heldout,return,3_15,displaced_intercept,0.002,23,23,0.0018919679498,0.0002817062347330435,0.0013879462807266003,0.001243564258206392,0.4782608695652174,1.0,0.4782608695652174
heldout,return,3_15,displaced_intercept,0.005,23,23,0.0050143987618000005,0.00025210491101739126,0.001416032229620399,0.0011925417926717877,1.0,1.0,1.0
heldout,return,3_15,displaced_intercept,0.01,23,23,0.0100186436178,0.0002502569231043468,0.0011315347872108005,0.0010861280785533524,1.0,1.0,1.0
heldout,return,3_15,primary,-0.01,23,23,-0.010179834183670002,4.8437092547390586e-05,0.0016828009636199993,0.0013350920865693762,1.0,1.0,1.0
heldout,return,3_15,primary,-0.005,23,23,-0.00507788214367,8.048854589521756e-05,0.0015158248599185995,0.0012862881969828818,0.9565217391304348,1.0,0.9565217391304348
heldout,return,3_15,primary,-0.002,23,23,-0.00205121122067,8.739410738260877e-05,0.0014171541278663999,0.0012612414058551717,0.5217391304347826,0.9565217391304348,0.5217391304347826
heldout,return,3_15,primary,-0.001,23,23,-0.0009908260476699999,9.523030090956531e-05,0.0014070994091401378,0.0012493951514101534,0.2608695652173913,0.7391304347826086,0.21739130434782608
heldout,return,3_15,primary,-0.0005,23,23,-0.00049575475677,9.846218861260873e-05,0.0014278205837057396,0.0012448136726288589,0.08695652173913043,0.6521739130434783,0.043478260869565216
heldout,return,3_15,primary,-0.0002,23,23,-0.00019875052787,9.829733059826094e-05,0.0014062337199934798,0.0012427215254233034,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,return,3_15,primary,-0.0001,23,23,-9.935595536999999e-05,9.938680779086955e-05,0.0013997719969249798,0.001242004920006031,0.08695652173913043,0.5217391304347826,0.043478260869565216
heldout,return,3_15,primary,0.0,23,23,0.0,0.00010107356009826089,0.001393820111782602,0.0012411520041141788,0.08695652173913043,nan,0.08695652173913043
heldout,return,3_15,primary,0.0001,23,23,9.861777139000001e-05,0.00010253940833695652,0.001387260433762056,0.0012403976032271328,0.08695652173913043,0.5217391304347826,0.08695652173913043
heldout,return,3_15,primary,0.0002,23,23,0.00019735993653000001,9.736039863869564e-05,0.00137958090933978,0.001243514627494331,0.08695652173913043,0.5217391304347826,0.08695652173913043
heldout,return,3_15,primary,0.0005,23,23,0.00049460919063,0.00010462142138956521,0.0013585820874864,0.001239970517745104,0.13043478260869565,0.5652173913043478,0.13043478260869565
heldout,return,3_15,primary,0.001,23,23,0.00098911752713,0.00011335628646695654,0.0013306943862307198,0.0012364194255096129,0.30434782608695654,0.8260869565217391,0.30434782608695654
heldout,return,3_15,primary,0.002,23,23,0.00197601890733,0.00011432057967717393,0.0013796410490814,0.001224501312655748,0.5217391304347826,1.0,0.5217391304347826
heldout,return,3_15,primary,0.005,23,23,0.00496434469933,0.00014508123276478258,0.0012328569358686001,0.0012125853147324746,1.0,1.0,1.0
heldout,return,3_15,primary,0.01,23,23,0.00994342886133,0.0001917677557647816,0.001194495156057001,0.0011979866882068126,1.0,1.0,1.0
heldout,return,3_15,reference_split,-0.01,23,23,-0.0100806961457,-3.512325813478262e-05,0.0015918567910896,0.001296510700796342,1.0,1.0,1.0
heldout,return,3_15,reference_split,-0.005,23,23,-0.0050569904487,-4.1416428221739126e-05,0.0015749209801248004,0.0012543049816591417,0.9565217391304348,1.0,0.9565217391304348
heldout,return,3_15,reference_split,-0.002,23,23,-0.0019628931797,-7.563778208695687e-06,0.0015497991376652398,0.0012592532427409219,0.4782608695652174,0.9565217391304348,0.4782608695652174
heldout,return,3_15,reference_split,-0.001,23,23,-0.0009759631656,-1.3284647286956855e-06,0.0015774882437613598,0.0012422063656090231,0.08695652173913043,0.782608695652174,0.08695652173913043
heldout,return,3_15,reference_split,-0.0005,23,23,-0.0004883766688,1.5404246217391412e-06,0.0014968335665316598,0.001235469424640382,0.08695652173913043,0.5652173913043478,0.043478260869565216
heldout,return,3_15,reference_split,-0.0002,23,23,-0.00019525562331,4.499159346087032e-06,0.001502813159629614,0.001233835748592166,0.08695652173913043,0.5652173913043478,0.043478260869565216
heldout,return,3_15,reference_split,-0.0001,23,23,-9.756027988e-05,5.76782710391306e-06,0.001489920988242792,0.0012333850483537564,0.08695652173913043,0.5652173913043478,0.043478260869565216
heldout,return,3_15,reference_split,0.0,23,23,0.0,7.020774091304355e-06,0.0014773542989280598,0.0012331523178350787,0.08695652173913043,nan,0.08695652173913043
heldout,return,3_15,reference_split,0.0001,23,23,9.70517229e-05,8.066661443478235e-06,0.00148497616657824,0.0012330374358283658,0.043478260869565216,0.5217391304347826,0.043478260869565216
heldout,return,3_15,reference_split,0.0002,23,23,0.00019450456570000002,9.372302386956474e-06,0.00149228497715976,0.001232839677348828,0.043478260869565216,0.5217391304347826,0.043478260869565216
